Datum;BTC-EUR;ETH-EUR;DOT-EUR;TRX-EUR;ATOM-EUR
2021-11-11;56.736,2617;4.132,1704;41,622;0,0954;28,8947
2021-11-12;56.061,5156;4.078,2749;40,0921;0,0943;27,9952
2021-11-13;56.335,5391;4.064,595;41,1829;0,0984;28,4421
2021-11-14;57.219,6563;4.043,5535;40,5564;0,1022;27,8646
2021-11-15;55.914,4023;4.009,4185;39,3144;0,1087;27,652
2021-11-16;53.146,4453;3.724,7371;36,1305;0,0967;25,0988
2021-11-17;53.339,0039;3.788,3638;37,7355;0,0983;25,9516
2021-11-18;50.086,5313;3.518,9885;34,345;0,0883;23,4358
2021-11-19;51.492,0273;3.808,1577;36,5559;0,0922;24,9322
2021-11-20;52.889,7461;3.907,0532;37,2641;0,0931;26,0641
2021-11-21;52.087,0625;3.786,7537;37,2542;0,0948;27,5288
2021-11-22;50.071,6289;3.636,8508;35,0905;0,0906;28,5263
2021-11-23;51.188,4648;3.859,6594;36,27;0,0914;28,569
2021-11-24;51.062,2891;3.816,781;35,1411;0,0899;27,1481
2021-11-25;52.571,3398;4.031,9495;34,3077;0,0878;26,5736
2021-11-26;47.323,1016;3.560,8728;30,3762;0,0812;23,7926
2021-11-27;48.423,2031;3.619,1794;31,0836;0,0825;23,6626
2021-11-28;50.696,0859;3.802,9319;31,6716;0,0842;24,2681
2021-11-29;51.189,4492;3.936,2739;32,9086;0,0856;24,9063
2021-11-30;50.313,3867;4.087,7756;33,5042;0,0853;24,3155
2021-12-01;50.560,6094;4.052,4497;32,4879;0,0856;23,5969
2021-12-02;49.953,8945;3.990,1885;31,6274;0,0862;25,0974
2021-12-03;47.371,3086;3.730,3528;29,7314;0,083;28,8794
2021-12-04;43.486,582;3.641,1426;25,958;0,0768;24,8594
2021-12-05;43.672,8672;3.713,9373;25,0438;0,0746;21,7841
2021-12-06;44.827,5859;3.862,8223;25,0354;0,0774;21,6392
2021-12-07;44.974,9805;3.827,8005;27,0948;0,08;21,624
2021-12-08;44.519,9766;3.913,2937;26,3308;0,0815;22,2519
2021-12-09;42.211,375;3.647,8992;23,8646;0,0786;19,919
2021-12-10;41.739,8867;3.453,1917;23,3723;0,0777;19,9464
2021-12-11;43.617,9961;3.609,1282;24,5425;0,081;21,5713
2021-12-12;44.292,6914;3.655,3323;26,1777;0,0806;21,7264
2021-12-13;41.421,2813;3.353,7861;23,017;0,0753;19,2854
2021-12-14;41.405,4883;3.327,0334;23,2451;0,076;18,8433
2021-12-15;43.307,6289;3.559,0708;24,0429;0,0776;19,7474
2021-12-16;42.055,4922;3.496,1108;22,978;0,0754;19,1934
2021-12-17;41.104,5703;3.451,4551;21,9419;0,0709;18,8761
2021-12-18;41.680,418;3.523,8979;22,6786;0,0716;20,6231
2021-12-19;41.542,9922;3.488,9031;22,0504;0,0707;19,695
2021-12-20;41.569,9141;3.488,2383;21,3263;0,0687;19,0701
2021-12-21;43.354,8047;3.561,7012;22,3205;0,0699;20,9036
2021-12-22;42.933,625;3.515,7559;24,0288;0,0699;24,0971
2021-12-23;44.849,7031;3.627,9404;25,7091;0,073;25,0333
2021-12-24;44.886,0117;3.575,1663;24,8527;0,0715;23,7538
2021-12-25;44.539,50;3.615,1733;25,4694;0,072;26,1577
2021-12-26;44.871,0508;3.591,9509;27,6707;0,072;28,4402
2021-12-27;44.697,4102;3.563,7131;27,2813;0,0715;26,1572
2021-12-28;42.064,8828;3.359,6968;24,6677;0,0683;23,5363
2021-12-29;40.885,1406;3.194,1855;23,543;0,0673;24,6171
2021-12-30;41.666,918;3.280,011;24,3474;0,0688;26,7221
2021-12-31;40.712,7188;3.237,7783;23,492;0,0663;28,5475
2022-01-01;41.926,3398;3.314,325;25,1307;0,0674;31,8011
2022-01-02;41.629,8008;3.367,2676;26,1421;0,0684;31,3055
2022-01-03;41.105,7227;3.328,0354;26,6367;0,0682;34,7723
2022-01-04;40.677,875;3.362,5776;25,505;0,0675;37,2121
2022-01-05;38.520,2695;3.138,9717;23,691;0,0631;34,298
2022-01-06;38.203,5078;3.025,7732;23,6871;0,0629;35,5566
2022-01-07;36.575,8984;2.810,4053;21,9372;0,06;33,9115
2022-01-08;36.734,3828;2.721,5667;21,1505;0,0578;31,6105
2022-01-09;36.914,7734;2.781,2749;21,6912;0,0584;30,8057
2022-01-10;36.912,1992;2.721,1978;20,9887;0,0561;33,4095
2022-01-11;37.599,6016;2.848,936;22,4739;0,0571;34,082
2022-01-12;38.415,8203;2.947,6843;23,8799;0,0595;35,1295
2022-01-13;37.175,2891;2.835,2102;22,5443;0,0578;32,8452
2022-01-14;37.756,0703;2.899,6174;24,2769;0,0593;35,4449
2022-01-15;37.824,1328;2.917,6016;24,2979;0,06;34,3602
2022-01-16;37.800,5273;2.937,9543;24,2557;0,0613;38,2315
2022-01-17;37.028,7617;2.815,293;22,5477;0,062;34,3632
2022-01-18;37.403,7852;2.792,7964;22,2159;0,0604;33,8189
2022-01-19;36.800,8828;2.729,2119;21,2721;0,0611;32,72
2022-01-20;35.957,707;2.652,7109;20,3165;0,0599;34,5238
2022-01-21;32.135,8496;2.254,7273;17,3175;0,0537;30,3382
2022-01-22;30.877,9414;2.120,083;16,069;0,05;25,695
2022-01-23;31.986,8184;2.235,2529;16,6021;0,0508;30,3292
2022-01-24;32.369,3281;2.155,0679;15,9282;0,0486;31,7091
2022-01-25;32.693,3535;2.172,7754;16,2331;0,0494;31,6727
2022-01-26;32.783,6836;2.195,5623;16,0812;0,0501;28,7742
2022-01-27;33.324,2852;2.174,1687;16,2724;0,0506;27,0018
2022-01-28;33.889,1094;2.284,5098;16,4489;0,0517;26,421
2022-01-29;34.206,4766;2.329,3486;16,7814;0,0541;26,0688
2022-01-30;33.999,8047;2.334,4661;16,2949;0,0527;24,3531
2022-01-31;34.270,418;2.393,9956;17,2946;0,0527;25,0573
2022-02-01;34.367,7617;2.476,7866;17,3991;0,0531;25,6682
2022-02-02;32.702,7637;2.374,2803;16,6349;0,0519;23,3419
2022-02-03;32.490,4727;2.342,8391;16,4509;0,0522;25,7806
2022-02-04;36.247,9844;2.605,9456;17,8395;0,0563;27,105
2022-02-05;36.195,832;2.633,0752;18,6625;0,0566;26,9006
2022-02-06;37.026,6055;2.669,2163;19,1219;0,0578;27,2826
2022-02-07;38.316,4102;2.746,5193;19,5466;0,0599;27,6834
2022-02-08;38.630,5977;2.734,1904;18,9913;0,0597;26,689
2022-02-09;38.821,8555;2.836,3811;19,2017;0,0611;27,0573
2022-02-10;38.176,5859;2.696,8315;18,0827;0,0602;25,5349
2022-02-11;37.360,5469;2.578,9666;16,7055;0,0564;23,3895
2022-02-12;37.218,8125;2.570,2957;16,58;0,0559;23,8265
2022-02-13;37.131,1133;2.537,2634;16,5705;0,0567;23,1829
2022-02-14;37.667,1523;2.594,5947;16,5528;0,0571;24,0401
2022-02-15;39.255,9102;2.800,4128;17,7408;0,0589;25,4849
2022-02-16;38.654,7852;2.750,2385;17,4108;0,0584;25,0891
2022-02-17;35.673,9375;2.535,7388;15,9369;0,055;24,6356
2022-02-18;35.356,6367;2.460,4436;15,7619;0,0558;23,8116
2022-02-19;35.437,1719;2.440,9893;15,803;0,0561;23,5724
2022-02-20;33.958,7734;2.322,729;14,9602;0,0548;23,1876
2022-02-21;32.783,4453;2.275,8713;14,3177;0,0527;21,0807
2022-02-22;33.795,6133;2.329,7463;14,6215;0,0553;21,9458
2022-02-23;32.988,8555;2.291,1758;14,1605;0,0539;22,3668
2022-02-24;34.253,4063;2.321,5913;14,4501;0,0546;22,2905
2022-02-25;34.782,8945;2.452,1348;15,301;0,0528;24,1493
2022-02-26;34.692,2891;2.467,2747;15,9906;0,0528;26,4437
2022-02-27;33.728,5352;2.345,0024;15,6286;0,0519;23,9272
2022-02-28;38.516,0117;2.603,0925;16,89;0,0551;28,023
2022-03-01;39.842,8398;2.670,1208;16,96;0,0558;27,9526
2022-03-02;39.526,875;2.654,7822;16,7321;0,0554;28,9979
2022-03-03;38.362,707;2.561,4446;16,2836;0,0542;30,8245
2022-03-04;37.336,2852;2.457,3015;15,7024;0,0539;29,5099
2022-03-05;36.057,168;2.438,7017;15,8436;0,0553;28,3586
2022-03-06;35.332,9766;2.349,7427;15,6146;0,0542;25,8681
2022-03-07;35.027,582;2.298,6389;15,1215;0,054;26,1448
2022-03-08;35.545,8984;2.364,4622;15,5569;0,0556;25,5516
2022-03-09;37.912,9336;2.465,1475;16,1346;0,0549;27,182
2022-03-10;35.809,0156;2.368,095;15,417;0,0544;25,4651
2022-03-11;35.546,0508;2.345,21;16,2492;0,0552;25,2235
2022-03-12;35.645,957;2.359,1289;16,6336;0,0547;24,9395
2022-03-13;34.623,7344;2.304,2549;15,7779;0,0543;24,0559
2022-03-14;36.248,8711;2.367,4688;16,1712;0,055;24,5272
2022-03-15;35.870,0469;2.389,1152;16,2569;0,0552;24,5364
2022-03-16;37.329,6406;2.515,0693;17,287;0,0554;26,3118
2022-03-17;36.895,9648;2.536,0994;16,8947;0,0548;25,3884
2022-03-18;37.777,125;2.661,8066;17,1636;0,0558;25,9356
2022-03-19;38.129,1289;2.662,6328;17,4958;0,0559;25,8874
2022-03-20;37.353,0391;2.590,363;16,8787;0,0556;25,17
2022-03-21;37.286,50;2.630,4934;17,0605;0,0561;25,4018
2022-03-22;38.404,8672;2.695,6072;18,3618;0,0575;25,4267
2022-03-23;38.973,3125;2.754,082;19,0846;0,0585;25,6321
2022-03-24;39.933,2773;2.823,3044;19,299;0,0596;26,5187
2022-03-25;40.377,3008;2.828,4688;18,7073;0,0587;25,6124
2022-03-26;40.512,3984;2.861,4685;19,0159;0,0602;26,236
2022-03-27;42.635,5859;2.997,3699;20,4414;0,063;27,2218
2022-03-28;42.877,1523;3.035,6768;19,9888;0,0628;26,799
2022-03-29;42.796,0508;3.067,3003;20,274;0,0626;27,2899
2022-03-30;42.166,0781;3.032,9526;20,1306;0,0655;26,971
2022-03-31;41.124,7969;2.963,5664;19,2377;0,0667;26,0952
2022-04-01;41.889,5156;3.122,1897;19,9276;0,0678;26,5982
2022-04-02;41.529,1484;3.119,1121;20,5021;0,0663;28,4199
2022-04-03;42.054,7852;3.189,2493;21,0106;0,0662;28,9339
2022-04-04;42.480,3906;3.208,3894;20,6447;0,0645;28,1468
2022-04-05;41.772,1133;3.128,4089;19,9799;0,0637;26,8899
2022-04-06;39.647,1055;2.910,3889;18,2051;0,0581;24,6813
2022-04-07;40.040,9844;2.975,9092;18,8005;0,0593;25,5154
2022-04-08;38.879,8281;2.934,8345;17,8374;0,0575;24,7073
2022-04-09;39.334,4531;2.999,0481;18,193;0,0588;25,0813
2022-04-10;38.778,5938;2.950,9253;17,7185;0,0575;24,4305
2022-04-11;36.335,3281;2.740,696;15,803;0,0535;21,868
2022-04-12;37.065,0781;2.799,1284;16,4286;0,0554;22,7652
2022-04-13;37.784,1445;2.862,1162;16,7032;0,0565;22,6736
2022-04-14;36.902,0156;2.790,5171;16,5688;0,0556;22,1514
2022-04-15;37.508,1836;2.812,5649;16,9729;0,0572;22,2986
2022-04-16;37.388,8867;2.832,3523;17,2311;0,0573;22,3799
2022-04-17;36.729,0469;2.768,2095;16,4428;0,0557;21,5445
2022-04-18;37.869,9492;2.836,2024;16,8539;0,0571;22,3137
2022-04-19;38.444,4961;2.875,3711;17,5043;0,0587;22,8302
2022-04-20;38.133,7695;2.836,6846;17,5937;0,0577;22,3901
2022-04-21;37.405,0547;2.757,3191;16,7849;0,066;21,5103
2022-04-22;36.841,9805;2.748,6042;16,9645;0,0619;21,4059
2022-04-23;36.606,8828;2.723,8315;17,3665;0,0627;21,5743
2022-04-24;36.513,3594;2.703,8433;16,7987;0,0608;20,658
2022-04-25;37.765,5234;2.809,0974;16,914;0,061;20,6608
2022-04-26;35.814,5977;2.638,635;15,6447;0,0582;19,1175
2022-04-27;37.180,7695;2.737,2466;16,0582;0,0599;20,3771
2022-04-28;37.866,6719;2.796,1147;16,1815;0,0607;19,7592
2022-04-29;36.618,8672;2.670,4126;15,3293;0,0603;18,4753
2022-04-30;35.770,0703;2.589,4021;13,7712;0,0595;16,9589
2022-05-01;36.515,6719;2.684,1655;14,6007;0,0673;17,111
2022-05-02;36.660,1914;2.718,7917;14,2518;0,0655;16,949
2022-05-03;35.865,9141;2.644,5222;13,9918;0,0687;16,7152
2022-05-04;37.377,1289;2.768,6995;15,3519;0,0812;18,7146
2022-05-05;34.702,2773;2.608,4368;13,8344;0,0708;16,9391
2022-05-06;34.167,5156;2.554,8945;13,5691;0,0817;16,7554
2022-05-07;33.656,5625;2.499,0688;13,0596;0,0789;15,6196
2022-05-08;32.338,1133;2.390,2427;12,5843;0,0831;14,9041
2022-05-09;28.681,0957;2.125,6729;10,1928;0,0694;12,122
2022-05-10;29.463,8184;2.225,7354;10,7877;0,0731;12,9204
2022-05-11;27.527,0391;1.971,1887;8,52;0,0708;10,2047
2022-05-12;27.988,4668;1.890,1642;8,4264;0,0649;9,3553
2022-05-13;28.124,6641;1.934,7279;10,0782;0,0713;9,9055
2022-05-14;28.910,4609;1.974,9277;10,9016;0,0696;10,3964
2022-05-15;30.106,002;2.063,5176;11,3438;0,0696;11,8794
2022-05-16;28.606,6758;1.937,6359;10,1777;0,0662;10,5542
2022-05-17;28.842,5566;1.981,6285;10,46;0,0685;10,8808
2022-05-18;27.422,6895;1.830,0615;9,0772;0,0678;9,6835
2022-05-19;28.653,0176;1.907,7253;9,4913;0,0696;10,2654
2022-05-20;27.637,3027;1.856,3048;9,1662;0,0675;10,6058
2022-05-21;27.856,3945;1.868,8007;9,4575;0,0701;10,4602
2022-05-22;28.690,7598;1.933,1433;9,6376;0,0739;10,8096
2022-05-23;27.236,6094;1.845,9642;9,2542;0,0714;10,4203
2022-05-24;27.630,4648;1.843,842;9,4859;0,0751;10,3254
2022-05-25;27.662,0625;1.819,8124;9,2323;0,0792;10,0495
2022-05-26;27.268,7422;1.680,7349;8,5541;0,0767;8,9851
2022-05-27;26.674,6016;1.607,2487;8,5089;0,0751;8,6213
2022-05-28;26.849,1465;1.638,015;8,5959;0,0757;8,7723
2022-05-29;27.443,3086;1.688,793;9,3019;0,075;8,9367
2022-05-30;29.448,5313;1.853,1028;9,7043;0,0773;9,7755
2022-05-31;29.616,6348;1.809,4067;9,6568;0,0784;9,5819
2022-06-01;27.979,6973;1.712,2313;8,8931;0,0784;8,7927
2022-06-02;28.337,8105;1.705,9435;9,2058;0,0783;8,9612
2022-06-03;27.708,9395;1.655,8341;8,747;0,0757;8,5667
2022-06-04;27.831,8125;1.680,7629;8,798;0,075;8,6154
2022-06-05;27.881,7422;1.682,9781;8,7123;0,0759;8,5648
2022-06-06;29.346,3848;1.739,3135;8,8802;0,0764;8,8714
2022-06-07;29.123,7988;1.695,7524;8,6264;0,0767;8,6255
2022-06-08;28.192,8945;1.673,5752;8,4014;0,0752;8,1777
2022-06-09;28.356,0469;1.685,4541;8,6937;0,0763;8,2745
2022-06-10;27.648,1699;1.582,8524;8,2257;0,075;7,6971
2022-06-11;26.958,9355;1.454,0522;7,6199;0,0722;7,1598
2022-06-12;25.513,9844;1.377,7871;7,1024;0,0729;6,8086
2022-06-13;21.592,9512;1.156,6705;6,7314;0,0613;6,2003
2022-06-14;21.274,752;1.160,8082;7,0563;0,0534;6,1009
2022-06-15;21.586,8359;1.179,3387;8,1385;0,0602;6,967
2022-06-16;19.324,8008;1.012,3657;6,7318;0,056;5,9955
2022-06-17;19.498,5137;1.034,8793;6,9476;0,057;6,0884
2022-06-18;18.118,9453;946,6815;6,7246;0,058;5,7953
2022-06-19;19.593,4336;1.074,9949;7,1657;0,0586;6,4547
2022-06-20;19.581,4473;1.071,9109;7,4971;0,0581;6,4754
2022-06-21;19.665,748;1.068,0771;7,3516;0,0616;6,5794
2022-06-22;18.918,7422;995,2244;7,0125;0,0598;6,6965
2022-06-23;20.044,7832;1.086,9331;7,4026;0,0606;7,7409
2022-06-24;20.113,3633;1.162,2256;7,7737;0,0624;7,8428
2022-06-25;20.369,7891;1.177,9534;7,7053;0,0615;8,1998
2022-06-26;19.901,2832;1.135,5807;7,416;0,0615;7,6138
2022-06-27;19.598,3438;1.128,2192;7,3194;0,0634;7,3981
2022-06-28;19.272,8301;1.087,7017;6,9468;0,0628;6,9685
2022-06-29;19.245,8633;1.052,0344;6,7099;0,0621;7,0535
2022-06-30;18.881,3359;1.018,5649;6,7184;0,0618;7,183
2022-07-01;18.476,5488;1.016,1643;6,453;0,0623;7,7532
2022-07-02;18.450,5527;1.022,6321;6,545;0,0621;7,734
2022-07-03;18.496,459;1.029,2175;6,5599;0,0635;7,7613
2022-07-04;19.391,9668;1.103,3074;6,8762;0,0644;8,4013
2022-07-05;19.685,3418;1.106,1763;6,6782;0,0665;8,7501
2022-07-06;20.175,707;1.165,4541;6,8043;0,0664;8,7474
2022-07-07;21.278,9453;1.217,0803;7,1892;0,0675;9,2184
2022-07-08;21.332,7422;1.200,0952;6,9416;0,0678;8,8669
2022-07-09;21.196,377;1.194,6686;7,1284;0,0686;8,8317
2022-07-10;20.517,0449;1.149,1674;6,7458;0,0665;8,6531
2022-07-11;19.879,4316;1.092,2299;6,5066;0,0644;8,156
2022-07-12;19.265,5371;1.035,0553;6,2795;0,0644;7,7805
2022-07-13;20.142,3418;1.109,7452;6,4474;0,066;8,1804
2022-07-14;20.515,2246;1.188,3579;6,7007;0,0667;8,9511
2022-07-15;20.669,6387;1.223,264;6,7511;0,0665;8,9819
2022-07-16;21.020,793;1.341,8054;7,1186;0,0683;9,1446
2022-07-17;20.577,6816;1.325,6443;6,8564;0,0668;8,8219
2022-07-18;22.160,5684;1.555,8912;7,5731;0,0681;9,4561
2022-07-19;22.862,4219;1.508,209;7,6268;0,0676;10,3092
2022-07-20;22.818,6953;1.493,1731;7,3318;0,0664;9,5302
2022-07-21;22.665,8242;1.542,7974;7,3671;0,0666;10,8342
2022-07-22;22.243,416;1.505,4886;7,1576;0,0657;10,4469
2022-07-23;21.996,9375;1.516,9854;7,1786;0,0656;9,9001
2022-07-24;22.166,9297;1.568,1909;7,2689;0,0656;9,8183
2022-07-25;20.894,0723;1.413,7426;6,621;0,0625;8,8143
2022-07-26;20.970,2227;1.423,5103;6,6807;0,0645;9,0968
2022-07-27;22.133,873;1.551,053;7,0262;0,0664;9,7031
2022-07-28;22.462,9707;1.588,5436;7,4298;0,0669;10,0222
2022-07-29;23.277,8848;1.689,1829;8,0045;0,0678;10,9554
2022-07-30;23.132,7422;1.658,441;8,0269;0,0676;10,4508
2022-07-31;22.855,7363;1.646,8478;8,4674;0,0675;10,1613
2022-08-01;22.720,0605;1.593,5244;7,9852;0,0682;10,1606
2022-08-02;22.626,3906;1.607,95;7,8175;0,0673;9,7918
2022-08-03;22.494,5801;1.593,9374;7,8842;0,0668;10,0138
2022-08-04;22.084,5098;1.569,3741;7,894;0,0673;10,1183
2022-08-05;22.861,0469;1.700,4001;8,6514;0,0685;10,7665
2022-08-06;22.539,0215;1.660,5485;8,3594;0,0682;10,4361
2022-08-07;22.783,6621;1.670,5909;8,5001;0,0685;11,1764
2022-08-08;23.347,2266;1.741,0444;9,0883;0,0687;11,557
2022-08-09;22.691,7656;1.668,2833;8,7253;0,0671;11,1592
2022-08-10;23.252,6113;1.797,9996;9,2263;0,0683;11,6046
2022-08-11;23.212,1641;1.822,6956;8,9225;0,0681;11,3872
2022-08-12;23.778,5215;1.907,1742;9,237;0,0686;11,7489
2022-08-13;23.799,2266;1.930,6481;9,0527;0,0681;11,5832
2022-08-14;23.717,8203;1.888,8972;8,7369;0,0687;11,3078
2022-08-15;23.753,2422;1.873,9547;8,6625;0,0678;11,2381
2022-08-16;23.484,2715;1.846,7614;8,6948;0,0686;11,2199
2022-08-17;22.928,5508;1.800,9955;8,2139;0,067;11,5018
2022-08-18;23.007,748;1.830,6969;8,0231;0,0668;11,3785
2022-08-19;20.802,666;1.607,2015;7,2992;0,0639;10,7519
2022-08-20;21.088,043;1.571,1909;7,2064;0,0655;10,2081
2022-08-21;21.450,4395;1.613,0262;7,41;0,0657;10,6012
2022-08-22;21.531,7949;1.632,5815;7,4479;0,066;11,1537
2022-08-23;21.600,0996;1.668,3319;7,6639;0,0665;12,1581
2022-08-24;21.463,2695;1.662,3452;7,5965;0,0651;13,0579
2022-08-25;21.664,1523;1.701,4243;7,6094;0,0657;12,907
2022-08-26;20.333,2188;1.513,2305;6,949;0,0619;11,5406
2022-08-27;20.112,125;1.496,6328;7,0734;0,0631;11,2339
2022-08-28;19.742,873;1.439,74;6,8872;0,0619;10,5786
2022-08-29;20.276,1953;1.551,3694;7,2746;0,0633;11,4286
2022-08-30;19.750,1875;1.520,2502;6,9869;0,0645;11,8734
2022-08-31;19.973,7949;1.547,798;7,0003;0,0632;11,7718
2022-09-01;20.224,7168;1.593,8666;7,2215;0,0636;12,7961
2022-09-02;20.064,0684;1.584,6681;7,3365;0,0629;12,6893
2022-09-03;19.925,7344;1.564,2241;7,3196;0,0634;12,6929
2022-09-04;20.172,3496;1.592,2948;7,4389;0,0641;13,1231
2022-09-05;19.910,0273;1.625,1543;7,4005;0,0633;12,7098
2022-09-06;19.033,1465;1.577,9548;6,9504;0,0614;11,9396
2022-09-07;19.297,7305;1.630,5322;7,2013;0,0618;12,9679
2022-09-08;19.310,7559;1.633,7335;7,3831;0,0612;13,883
2022-09-09;21.065,9941;1.693,7461;7,6563;0,0625;15,8485
2022-09-10;21.356,9785;1.749,6957;7,6695;0,0637;15,8087
2022-09-11;21.616,7852;1.749,4603;7,6442;0,0636;15,5723
2022-09-12;22.084,7773;1.691,8804;7,564;0,063;15,3094
2022-09-13;20.340,8945;1.584,2294;7,1495;0,0612;14,087
2022-09-14;20.277,4023;1.637,6877;7,2161;0,0617;14,0161
2022-09-15;19.725,5605;1.473,5125;6,9351;0,0613;14,9251
2022-09-16;19.740,7305;1.430,14;6,8857;0,0612;16,5676
2022-09-17;20.095,1309;1.467,3724;7,0522;0,0622;16,4439
2022-09-18;19.376,4141;1.332,3661;6,4309;0,0607;14,6407
2022-09-19;19.485,4766;1.373,4073;6,3777;0,0602;15,5877
2022-09-20;18.945,2891;1.328,2091;6,2983;0,0599;13,9738
2022-09-21;18.865,0977;1.274,0637;6,2612;0,0602;13,6895
2022-09-22;19.731,4297;1.349,4196;6,5534;0,0612;14,8897
2022-09-23;19.910,8984;1.370,4703;6,6427;0,0624;14,6752
2022-09-24;19.542,8438;1.360,1584;6,4792;0,0618;14,0932
2022-09-25;19.412,4336;1.336,2284;6,4024;0,0617;14,4725
2022-09-26;19.982,4492;1.388,0988;6,8098;0,0619;14,4463
2022-09-27;19.915,502;1.386,1541;6,6531;0,0619;14,0888
2022-09-28;20.014,0879;1.377,8475;6,5873;0,0614;13,4231
2022-09-29;19.912,3496;1.358,8059;6,5443;0,0621;13,0177
2022-09-30;19.824,3125;1.354,8038;6,4428;0,0622;13,279
2022-10-01;19.699,3984;1.337,9495;6,398;0,0617;12,9343
2022-10-02;19.441,1777;1.302,7001;6,2918;0,0621;12,2758
2022-10-03;19.955,748;1.345,8412;6,4877;0,0624;13,0959
2022-10-04;20.369,748;1.364,3306;6,5052;0,0624;13,0484
2022-10-05;20.339,4805;1.364,8328;6,4923;0,063;13,1121
2022-10-06;20.384,9043;1.380,7997;6,4736;0,0641;13,2755
2022-10-07;20.070,5488;1.368,2178;6,5014;0,0642;13,404
2022-10-08;19.924,6406;1.349,9232;6,4724;0,0637;13,4664
2022-10-09;19.975,6797;1.358,6003;6,6515;0,0641;13,5641
2022-10-10;19.966,0898;1.354,5408;6,5628;0,0657;13,3004
2022-10-11;19.639,002;1.319,0404;6,37;0,0635;12,5384
2022-10-12;19.739,6797;1.334,2611;6,3639;0,0637;12,1078
2022-10-13;19.844,625;1.318,8083;6,2626;0,0625;11,6267
2022-10-14;19.735,2871;1.334,5906;6,2173;0,0658;11,9694
2022-10-15;19.613,8848;1.311,3942;6,2263;0,0636;11,8561
2022-10-16;19.782,6289;1.341,1799;6,3512;0,0635;12,0249
2022-10-17;19.860,8906;1.352,8386;6,3523;0,0637;12,6259
2022-10-18;19.603,666;1.328,6963;6,2442;0,063;12,6894
2022-10-19;19.598,5391;1.316,579;6,2532;0,0633;12,0499
2022-10-20;19.484,0684;1.312,182;6,0185;0,0636;11,643
2022-10-21;19.443,5098;1.318,3237;5,9173;0,0625;11,909
2022-10-22;19.485,1719;1.333,2515;5,9327;0,0625;11,8861
2022-10-23;19.839,8105;1.382,4562;6,0433;0,0627;12,2801
2022-10-24;19.572,3223;1.360,7632;5,9847;0,0621;11,7957
2022-10-25;20.170,0898;1.467,0648;6,4712;0,0626;12,0641
2022-10-26;20.577,9414;1.552,0477;6,406;0,0628;12,1701
2022-10-27;20.353,0234;1.519,3905;6,3571;0,0632;12,7347
2022-10-28;20.667,6211;1.560,936;6,5443;0,0638;13,6111
2022-10-29;20.891,5273;1.625,382;6,657;0,0644;13,5071
2022-10-30;20.729,8047;1.598,0453;6,6828;0,0634;13,998
2022-10-31;20.732,3984;1.590,8715;6,7075;0,064;14,4882
2022-11-01;20.739,0859;1.599,2771;6,5533;0,0636;14,2806
2022-11-02;20.541,5254;1.548,5104;6,3633;0,0627;13,5468
2022-11-03;20.729,2422;1.570,8916;6,5904;0,0634;13,8558
2022-11-04;21.184,3008;1.647,9773;7,0769;0,0639;15,0644
2022-11-05;21.317,8086;1.630,6542;7,031;0,0637;15,4229
2022-11-06;21.077,3242;1.583,5674;6,87;0,0632;14,5847
2022-11-07;20.566,6992;1.565,8416;7,1092;0,0622;14,2431
2022-11-08;18.392,8496;1.322,1663;6,2443;0,0583;12,0564
2022-11-09;15.849,8604;1.098,0277;5,4028;0,0534;9,7716
2022-11-10;17.255,7715;1.275,0074;5,8473;0,0566;11,9111
2022-11-11;16.424,1426;1.241,1141;5,5447;0,0539;11,2355
2022-11-12;16.213,0781;1.211,4733;5,5675;0,053;10,546
2022-11-13;15.835,8145;1.183,1511;5,5712;0,0493;9,8544
2022-11-14;16.103,0352;1.203,1145;5,6724;0,0486;9,9803
2022-11-15;16.301,791;1.208,5288;5,7141;0,0489;10,1857
2022-11-16;16.038,6348;1.169,6017;5,498;0,0483;9,7781
2022-11-17;16.106,125;1.158,9724;5,473;0,0483;9,567
2022-11-18;16.141,6914;1.171,927;5,4557;0,049;9,662
2022-11-19;16.153,4492;1.177,7362;5,415;0,0504;9,6568
2022-11-20;15.770,0381;1.105,8757;5,1209;0,0484;9,0505
2022-11-21;15.408,9102;1.081,7892;5,0655;0,0502;8,8101
2022-11-22;15.701,4863;1.100,9365;5,1145;0,0491;9,2446
2022-11-23;15.944,1689;1.135,7213;5,2154;0,0497;9,5126
2022-11-24;15.953,9355;1.156,8136;5,1806;0,0508;9,7536
2022-11-25;15.865,792;1.151,319;5,0599;0,0509;9,6194
2022-11-26;15.809,0029;1.157,9032;5,091;0,0507;9,7026
2022-11-27;15.862,0762;1.152,7896;5,1112;0,0514;9,5771
2022-11-28;15.491,8389;1.119,6543;4,9491;0,0505;9,2701
2022-11-29;15.928,9072;1.178,7124;5,1423;0,0516;9,8697
2022-11-30;16.471,5391;1.243,085;5,2504;0,0524;10,0729
2022-12-01;16.116,9619;1.212,3236;5,1315;0,0514;9,7426
2022-12-02;16.218,2666;1.228,3793;5,3428;0,0516;9,8307
2022-12-03;16.045,7813;1.179,9149;5,2204;0,0509;9,528
2022-12-04;16.247,1357;1.214,2389;5,3071;0,0505;9,7371
2022-12-05;16.171,7979;1.200,0852;5,2291;0,0508;9,776
2022-12-06;16.326,0986;1.214,8478;5,2573;0,0513;9,7159
2022-12-07;16.027,4727;1.172,4066;5,041;0,0505;9,1382
2022-12-08;16.326,2178;1.213,672;5,1445;0,0516;9,3054
