Datum;BTC-EUR;ETH-EUR;DOT-EUR;TRX-EUR;ATOM-EUR
2020-10-09;9.548,2266;313,5596;3,6033;0,0222;4,3596
2020-10-10;9.634,7637;317,4936;3,5948;0,0223;4,6706
2020-10-11;9.781,9502;328,2258;3,6072;0,0224;5,1455
2020-10-12;9.730,6729;324,6346;3,657;0,0229;5,0665
2020-10-13;9.731,6309;323,1109;3,6189;0,0228;5,1231
2020-10-14;9.819,4658;322,4153;3,5753;0,0228;4,8949
2020-10-15;9.663,4316;312,5765;3,4995;0,0227;4,9204
2020-10-16;9.695,3555;314,858;3,3368;0,022;4,6033
2020-10-17;9.800,7148;322,7944;3,3865;0,022;4,6651
2020-10-18;9.977,5615;322,8427;3,5032;0,0221;4,9193
2020-10-19;10.073,8555;312,0617;3,3909;0,022;4,6793
2020-10-20;10.820,0518;330,9122;3,3057;0,022;4,2637
2020-10-21;10.973,1631;350,1802;3,4941;0,0225;4,4344
2020-10-22;10.901,1973;345,4305;3,6129;0,0229;4,5947
2020-10-23;11.050,0049;347,6989;3,5969;0,0225;4,5266
2020-10-24;10.998,7676;342,862;3,6715;0,0228;4,6834
2020-10-25;;;3,6591;0,0227;4,4725
2020-10-26;11.072,2637;333,549;4,0029;0,0227;4,363
2020-10-27;11.589,127;342,8957;3,9755;0,0229;4,377
2020-10-28;11.295,6689;330,7946;3,7153;0,0229;4,0922
2020-10-29;11.506,9268;331,1589;3,4709;0,0227;3,9645
2020-10-30;11.602,5967;327,8853;3,5015;0,0219;3,9611
2020-10-31;11.801,3271;331,0558;3,581;0,0221;3,9564
2020-11-01;11.799,999;340,4665;3,6297;0,0221;4,0678
2020-11-02;11.640,8193;329,1584;3,4623;0,021;3,9605
2020-11-03;11.860,7275;329,5444;3,4225;0,0208;3,8064
2020-11-04;12.045,6074;342,7299;3,4926;0,0206;3,7376
2020-11-05;13.184,1504;350,3966;3,584;0,0211;3,8197
2020-11-06;13.109,1025;382,9505;3,8568;0,022;4,1023
2020-11-07;12.492,2607;366,9362;3,5724;0,021;3,8888
2020-11-08;13.016,1025;381,3747;3,6763;0,0213;4,0389
2020-11-09;12.967,1221;375,6456;3,6762;0,021;4,3416
2020-11-10;12.938,1982;380,4906;3,7357;0,021;4,2971
2020-11-11;13.329,2598;393,0188;3,7838;0,0213;4,2734
2020-11-12;13.789,0742;390,5568;3,727;0,0211;4,2658
2020-11-13;13.786,8184;401,009;3,8359;0,0215;4,4027
2020-11-14;13.575,874;388,7778;3,773;0,0213;4,2645
2020-11-15;13.469,7393;377,8303;3,6976;0,0214;4,2042
2020-11-16;14.095,125;387,8244;3,7822;0,0216;4,3008
2020-11-17;14.873,7012;404,9061;4,0837;0,0223;4,4561
2020-11-18;15.030,3018;404,7848;3,9506;0,0226;4,306
2020-11-19;15.015,7803;397,4778;4,0089;0,0217;4,2903
2020-11-20;15.705,1797;429,9175;4,4139;0,0222;4,4449
2020-11-21;15.723,0273;463,442;4,8512;0,0256;4,9687
2020-11-22;15.481,6504;470,3219;4,6199;0,0242;4,6042
2020-11-23;15.506,958;513,7883;4,9879;0,0267;4,8983
2020-11-24;16.059,7285;507,573;4,8156;0,0295;5,0012
2020-11-25;15.719,415;478,9025;4,4559;0,0278;4,971
2020-11-26;14.399,0977;435,5684;4,0338;0,0247;4,474
2020-11-27;14.301,1016;432,5787;3,998;0,0245;4,4804
2020-11-28;14.809,2432;449,8837;4,0961;0,0254;4,5427
2020-11-29;15.184,5967;480,9606;4,3358;0,0256;4,532
2020-11-30;16.440,3848;515,048;4,5038;0,0271;4,6532
2020-12-01;15.576,6299;486,5464;4,2196;0,0251;4,3651
2020-12-02;15.850,04;493,9255;4,5105;0,0258;4,5399
2020-12-03;16.010,7773;507,7801;4,4547;0,0261;4,5318
2020-12-04;15.428,2227;469,7451;4,1522;0,0244;4,1853
2020-12-05;15.799,8467;492,1167;4,2802;0,0252;4,3369
2020-12-06;15.961,1758;496,6201;4,2375;0,0255;4,297
2020-12-07;15.847,1055;488,7028;4,1785;0,025;4,2078
2020-12-08;15.129,4004;458,1707;3,9087;0,023;3,9091
2020-12-09;15.361,1758;474,7954;4,0253;0,0238;3,9785
2020-12-10;15.040,9473;460,8868;3,9507;0,0232;3,8371
2020-12-11;14.910,4238;450,6403;3,8154;0,023;3,889
2020-12-12;15.525,333;469,4405;3,914;0,0236;4,1855
2020-12-13;15.776,8262;485,9904;4,0313;0,0241;4,2771
2020-12-14;15.842,5479;482,3651;4,0318;0,0239;4,2999
2020-12-15;15.975,2246;484,887;4,3191;0,024;4,3592
2020-12-16;17.473,498;521,6335;4,3943;0,0256;4,4915
2020-12-17;18.598,7266;524,2911;4,3583;0,025;4,3713
2020-12-18;18.877,6602;534,244;4,3793;0,0254;4,3487
2020-12-19;19.473,6543;537,873;4,3557;0,0255;4,3179
2020-12-20;19.224,9473;522,6797;4,2487;0,0256;4,1155
2020-12-21;18.637,5742;498,4206;3,9972;0,024;4,1217
2020-12-22;19.514,7363;520,9182;4,2297;0,0237;4,062
2020-12-23;19.059,5059;478,6862;3,863;0,0204;3,59
2020-12-24;19.481,5664;501,9839;4,2095;0,0227;4,062
2020-12-25;20.230,0605;513,782;4,2767;0,0234;4,0312
2020-12-26;21.683,6582;521,5126;4,2504;0,0228;3,9278
2020-12-27;21.527,5977;559,3592;4,2086;0,0236;3,9553
2020-12-28;22.161,6016;597,6331;5,3912;0,0242;4,3827
2020-12-29;22.330,293;596,9885;6,1364;0,0226;4,5924
2020-12-30;23.450,6074;611,1422;5,8985;0,0219;4,4201
2020-12-31;23.741,7363;603,9894;7,6071;0,022;5,3155
2021-01-01;24.165,5566;600,8595;6,8339;0,0222;4,8279
2021-01-02;26.474,8926;638,2656;7,5887;0,0224;4,462
2021-01-03;26.760,7207;796,3293;8,1904;0,0241;4,746
2021-01-04;26.094,0059;848,9904;7,7287;0,0252;4,8943
2021-01-05;27.639,4824;894,4227;7,8885;0,0233;5,0549
2021-01-06;29.844,8594;978,3222;8,1825;0,0247;5,4143
2021-01-07;32.089,4473;998,9914;7,8608;0,0253;5,1145
2021-01-08;33.372,2813;1.001,3884;7,6132;0,025;4,8683
2021-01-09;32.928,0586;1.047,9161;7,9982;0,0278;5,3492
2021-01-10;31.284,1582;1.055,8497;7,6351;0,027;5,2761
2021-01-11;29.247,20898438;896,44946289;6,8059;0,0238;4,7048
2021-01-12;27.786,22851563;854,6751709;6,7691;0,0234;4,6686
2021-01-13;30.682,9296875;929,73687744;9,0098;0,0248;5,1165
2021-01-14;32.250,85742188;1.002,77703857;11,9655;0,0247;5,2995
2021-01-15;30.485,84179688;970,10211182;10,9379;0,0247;6,5721
2021-01-16;30.644,26171875;1.042,45153809;15,0506;0,025;7,4747
2021-01-17;29.661,7344;1.019,4954;14,0756;0,025;7,0498
2021-01-18;30.328,9336;1.041,001;13,6724;0,0262;7,8608
2021-01-19;29.713,6582;1.134,5916;13,5665;0,0254;7,3954
2021-01-20;28.887,5723;1.081,5486;14,8158;0,0252;7,3491
2021-01-21;27.064,0313;1.028,5518;13,1065;0,0228;5,8803
2021-01-22;26.603,9395;1.013,3406;14,0991;0,0235;6,5837
2021-01-23;26.255,7539;1.012,3049;15,2764;0,024;6,8266
2021-01-24;26.109,4023;1.079,286;14,7936;0,0247;6,7728
2021-01-25;27.249,3223;1.153,9294;14,2062;0,0243;6,3896
2021-01-26;26.775,6738;1.115,6375;14,0725;0,0243;6,3466
2021-01-27;25.144,7402;1.035,4396;12,8108;0,0234;5,7745
2021-01-28;26.110,9883;1.070,9365;13,9796;0,0245;6,7069
2021-01-29;28.272,5508;1.139,0315;13,8755;0,0274;6,5769
2021-01-30;28.234,418;1.133,772;13,5999;0,0264;6,6318
2021-01-31;27.316,0996;1.084,7347;13,2985;0,0261;6,7125
2021-02-01;27.790,582;1.134,4554;13,5698;0,0273;7,633
2021-02-02;29.501,5215;1.258,8048;14,3421;0,0275;7,3978
2021-02-03;30.628,918;1.328,1458;17,2187;0,0286;7,7083
2021-02-04;30.859,5547;1.332,7623;16,4653;0,0277;7,6773
2021-02-05;31.658,248;1.426,4115;17,3484;0,0301;10,0921
2021-02-06;32.588,4727;1.392,5139;16,927;0,0291;9,9732
2021-02-07;32.288,6504;1.339,759;16,4281;0,0299;11,5504
2021-02-08;38.329,668;1.449,1854;19,1098;0,0336;11,8125
2021-02-09;38.362,2969;1.459,2141;19,0899;0,038;12,4513
2021-02-10;37.065,0469;1.439,2938;19,4616;0,0381;12,3795
2021-02-11;39.494,4414;1.470,4882;20,7988;0,047;14,653
2021-02-12;39.194,9219;1.521,0471;23,6724;0,0456;17,4886
2021-02-13;38.864,3594;1.496,7295;23,1152;0,0492;16,707
2021-02-14;40.404,2305;1.489,2792;22,3553;0,0458;15,8765
2021-02-15;39.518,8086;1.466,9962;22,8985;0,0418;18,5131
2021-02-16;40.288,7305;1.480,0548;24,9499;0,0432;20,8358
2021-02-17;43.293,168;1.534,5568;26,5547;0,0437;19,812
2021-02-18;42.739,4492;1.602,2803;25,7865;0,0455;19,1351
2021-02-19;46.119,00;1.617,5319;28,7106;0,0504;18,8719
2021-02-20;46.293,4375;1.584,0033;32,3827;0,0479;17,9537
2021-02-21;47.456,125;1.596,3889;32,7395;0,049;17,8076
2021-02-22;44.563,2422;1.464,9568;30,9841;0,0447;17,5156
2021-02-23;40.181,332;1.292,2401;28,2287;0,0369;16,5656
2021-02-24;40.844,4141;1.336,6077;27,6377;0,0395;16,0234
2021-02-25;38.735,1641;1.213,7811;25,5642;0,0372;14,6106
2021-02-26;38.385,9102;1.197,8335;25,9658;0,0374;15,5861
2021-02-27;38.260,4805;1.209,3774;27,708;0,0386;15,8802
2021-02-28;37.332,5039;1.171,1843;27,7959;0,0378;14,5754
2021-03-01;37.994,4844;1.181,349;29,5342;0,0397;15,4461
2021-03-02;40.032,6953;1.235,1055;29,916;0,0388;15,5749
2021-03-03;41.952,8047;1.308,1472;30,7504;0,0407;17,7957
2021-03-04;40.578,5352;1.288,4498;29,5226;0,0429;15,806
2021-03-05;41.076,5273;1.287,2488;28,3131;0,0422;15,6931
2021-03-06;41.047,3203;1.388,6608;28,0576;0,0422;15,8893
2021-03-07;42.935,9922;1.444,8369;29,5051;0,0434;16,3451
2021-03-08;44.086,5039;1.548,1746;29,4608;0,0446;16,3323
2021-03-09;46.082,2461;1.570,1827;32,104;0,0447;17,7646
2021-03-10;46.969,3281;1.508,7988;31,504;0,0432;16,4693
2021-03-11;48.247,3945;1.524,2446;30,7842;0,043;16,10
2021-03-12;47.962,9375;1.482,5072;30,106;0,0419;15,552
2021-03-13;51.235,5352;1.610,1783;31,086;0,0442;16,2156
2021-03-14;49.624,2969;1.551,9032;30,6096;0,0429;15,5258
2021-03-15;47.421,0469;1.496,8787;28,8077;0,0426;16,7992
2021-03-16;46.818,0391;1.511,8125;29,7687;0,0439;17,6693
2021-03-17;49.129,8789;1.521,7341;30,1613;0,0459;17,451
2021-03-18;48.546,0664;1.495,8904;29,8004;0,045;18,6566
2021-03-19;48.839,9414;1.521,4695;32,0367;0,0492;18,6598
2021-03-20;48.812,3086;1.517,293;31,2648;0,0511;17,4994
2021-03-21;48.405,2109;1.504,7614;30,9613;0,0533;17,2566
2021-03-22;45.699,4063;1.417,4614;29,7831;0,0501;16,2031
2021-03-23;46.230,2695;1.417,7191;29,1039;0,0497;15,8632
2021-03-24;44.675,6289;1.348,8914;25,7657;0,0475;14,8914
2021-03-25;43.907,3281;1.354,7838;25,461;0,0472;14,6153
2021-03-26;46.749,4414;1.443,7938;28,1497;0,055;16,0814
2021-03-27;47.458,4297;1.455,3694;27,6924;0,0541;15,86
2021-03-28;47.471,8008;1.435,0428;27,4034;0,0539;16,3824
2021-03-29;49.170,0664;1.501,7151;29,2081;0,0551;17,2297
2021-03-30;50.380,8945;1.566,485;29,0592;0,0564;17,0412
2021-03-31;50.871,1211;1.627,651;31,5732;0,0787;16,2954
2021-04-01;50.497,2734;1.822,4855;31,9845;0,0731;16,6781
2021-04-02;48.985,8281;1.724,9521;35,0039;0,0787;17,3579
2021-04-03;49.933,1992;1.778,7421;35,4154;0,0868;17,236
2021-04-04;49.976,8438;1.783,7678;37,9456;0,1099;18,4728
2021-04-05;49.008,6133;1.784,0627;38,7552;0,1157;18,1625
2021-04-06;49.120,2422;1.788,4767;36,5762;0,1047;18,3373
2021-04-07;47.704,5781;1.678,5122;33,35;0,0929;16,4948
2021-04-08;48.942,1094;1.741,1516;34,7164;0,1033;17,2206
2021-04-09;50.242,2227;1.794,7596;34,3249;0,0974;17,9816
2021-04-10;50.609,1953;1.813,7589;34,977;0,1059;17,6925
2021-04-11;50.273,6055;1.795,7389;34,8211;0,1029;19,6249
2021-04-12;50.625,4375;1.807,0337;33,993;0,1083;18,5053
2021-04-13;53.131,9531;1.930,5728;35,9279;0,1224;19,9649
2021-04-14;52.896,3867;2.104,6233;35,5831;0,1174;22,6156
2021-04-15;51.386,25;2.029,6077;36,3559;0,1376;23,3714
2021-04-16;51.468,5664;2.017,4471;34,666;0,1353;21,3458
2021-04-17;52.060,9297;2.061,0493;35,50;0,1314;20,5706
2021-04-18;47.053,3867;1.867,3726;31,2039;0,1194;17,8611
2021-04-19;46.446,50;1.808,8722;28,9139;0,1082;16,016
2021-04-20;45.766,5352;1.779,0859;29,4572;0,1106;17,6606
2021-04-21;46.346,1211;1.977,0979;28,1394;0,1023;16,3125
2021-04-22;44.774,25;2.090,4385;27,4573;0,0917;15,6248
2021-04-23;41.374,1016;1.828,2206;26,638;0,0901;16,9257
2021-04-24;40.534,2617;1.915,7473;23,9171;0,0849;15,2054
2021-04-25;41.488,5977;1.926,5183;24,6183;0,0839;15,4271
2021-04-26;45.522,5156;2.202,6794;27,6556;0,0971;18,2741
2021-04-27;45.178,6836;2.263,1738;28,7059;0,1041;19,0652
2021-04-28;44.170,9688;2.273,8059;27,9912;0,1011;18,9178
2021-04-29;48.047,0508;2.307,2556;29,6657;0,10;18,2482
2021-04-30;47.136,8945;2.299,0442;30,4011;0,11;18,909
2021-05-01;47.088,5703;2.454,6257;30,7237;0,1091;19,8168
2021-05-02;47.432,7695;2.845,1938;30,4781;0,1061;19,2053
2021-05-03;44.387,2617;2.707,8591;30,8935;0,1091;19,0455
2021-05-04;47.823,0586;2.933,7949;29,0071;0,0994;17,5126
2021-05-05;46.742,5586;2.893,3115;33,7245;0,1219;20,6225
2021-05-06;47.155,5078;2.864,9663;34,4238;0,1258;21,1625
2021-05-07;48.345,4648;3.208,5579;32,8283;0,1214;23,6345
2021-05-08;47.846,5234;3.228,1313;32,7484;0,1177;24,2001
2021-05-09;46.010,4844;3.255,4175;33,123;0,1174;23,6467
2021-05-10;46.692,5313;3.432,6543;30,0987;0,1047;20,8689
2021-05-11;40.695,5117;3.134,5955;31,8194;0,1143;22,1553
2021-05-12;46.909,5117;3.557,97;28,1772;0,0983;18,777
2021-05-13;41.639,7617;3.178,063;33,1476;0,1006;19,4986
2021-05-14;41.646,4453;3.319,0164;39,4798;0,1027;21,2182
2021-05-15;39.584,3516;3.097,5393;35,8464;0,0994;20,2371
2021-05-16;40.258,6016;3.137,4934;35,0881;0,0984;20,0198
2021-05-17;35.106,7969;2.765,4414;31,8431;0,0928;17,3644
2021-05-18;30.403,2031;2.021,8269;33,2544;0,0952;18,6735
2021-05-19;33.359,1367;2.277,4746;20,728;0,0652;11,4517
2021-05-20;30.627,8223;1.995,5839;23,8443;0,0733;13,9042
2021-05-21;30.818,25;1.884,8157;20,0854;0,064;11,1347
2021-05-22;30.938,625;1.913,8652;18,0743;0,0619;10,0475
2021-05-23;29.010,8008;1.757,4388;14,8016;0,0519;9,6369
2021-05-24;30.704,4961;2.043,7932;18,9935;0,0628;11,8244
2021-05-25;31.182,082;2.121,2432;18,0701;0,0631;11,3587
2021-05-26;31.524,041;2.244,3284;20,1359;0,0683;12,5196
2021-05-27;29.278,3203;1.984,749;19,563;0,0649;11,8261
2021-05-28;29.703,959;2.058,075;17,56;0,0591;10,4311
2021-05-29;29.269,5176;1.960,9515;16,2914;0,0564;9,8981
2021-05-30;30.519,3086;2.219,446;16,7964;0,0591;10,3276
2021-05-31;30.026,7949;2.155,5481;19,1546;0,0629;11,4401
2021-06-01;30.775,0117;2.216,384;18,6708;0,0623;11,2605
2021-06-02;32.321,5508;2.353,6094;21,26;0,0639;12,1648
2021-06-03;30.322,6992;2.209,3684;22,2684;0,0677;13,7149
2021-06-04;29.221,0801;2.162,1394;20,5538;0,0635;12,3978
2021-06-05;29.474,3926;2.231,4668;19,5756;0,0621;12,2252
2021-06-06;27.526,4922;2.124,5339;19,8907;0,0637;12,4094
2021-06-07;29.016,0352;2.215,0437;17,7384;0,0587;11,0025
2021-06-08;27.107,0313;2.067,3889;17,8638;0,0597;11,1978
2021-06-09;30.150,4883;2.030,3057;19,0374;0,0619;11,4456
2021-06-10;30.832,0547;1.943,8246;18,6351;0,0596;10,5217
2021-06-11;30.515,0938;1.988,2849;17,3309;0,0571;9,8581
2021-06-12;29.641,748;1.887,4232;17,1584;0,0563;9,5951
2021-06-13;33.440,5156;2.130,9043;18,2304;0,0591;10,3225
2021-06-14;33.118,6055;2.100,3315;18,3185;0,0596;10,4036
2021-06-15;31.969,334;1.973,8832;20,4218;0,0598;11,0191
2021-06-16;31.943,0625;1.991,1178;19,1515;0,0575;11,1559
2021-06-17;30.165,8555;1.881,177;18,8967;0,062;11,4165
2021-06-18;30.019,2266;1.836,172;18,0376;0,0587;10,4771
2021-06-19;30.071,7813;1.892,3082;17,1572;0,0579;10,0651
2021-06-20;26.591,0645;1.585,261;17,4141;0,0571;10,1199
2021-06-21;27.232,3965;1.570,7844;13,2381;0,045;8,0153
2021-06-22;28.208,4395;1.650,1141;12,2754;0,0427;7,5176
2021-06-23;28.476,5547;1.670,2731;13,5306;0,0467;8,4637
2021-06-24;29.265,8203;1.698,9181;13,6265;0,0554;8,6685
2021-06-25;26.965,502;1.532,5275;12,1195;0,0516;7,6575
2021-06-26;29.013,7422;1.657,0195;12,1477;0,0525;7,9956
2021-06-27;27.601,1875;1.529,0973;12,5732;0,0542;8,4151
2021-06-28;30.139,9805;1.815,7109;13,1952;0,0547;9,0945
2021-06-29;29.555,0547;1.918,4581;13,6578;0,0569;9,7305
2021-06-30;28.853,7441;1.781,126;13,8344;0,0575;10,1243
2021-07-01;28.439,5039;1.800,7316;12,8984;0,0548;9,3793
2021-07-02;28.303,541;1.780,4708;12,9296;0,0561;9,9158
2021-07-03;29.764,0781;1.958,2977;13,1091;0,0563;9,9605
2021-07-04;28.444,0332;1.853,1544;13,5073;0,0568;10,3439
2021-07-05;28.506,1387;1.867,585;12,8419;0,0544;11,4198
2021-07-06;28.721,7852;1.960,6609;13,655;0,0549;11,1308
2021-07-07;29.385,0664;2.007,6146;14,2947;0,0545;10,961
2021-07-08;27.847,9082;1.822,1907;12,947;0,0516;10,0693
2021-07-09;28.223,0703;1.777,7257;13,1921;0,0523;11,0835
2021-07-10;28.840,8867;1.802,2632;12,8743;0,0517;12,1251
2021-07-11;28.562,4551;1.804,1376;13,041;0,0521;11,8451
2021-07-12;28.368,1992;1.777,2584;12,5372;0,0508;10,9968
2021-07-13;27.998,0957;1.710,9447;12,0506;0,0504;10,2874
2021-07-14;27.761,543;1.686,2275;11,6617;0,0506;9,9292
2021-07-15;26.616,2422;1.592,816;11,078;0,0489;9,678
2021-07-16;26.710,7148;1.608,4379;10,2104;0,0472;9,4695
2021-07-17;26.948,666;1.620,9094;10,4123;0,0474;9,3179
2021-07-18;26.925,3535;1.665,2318;10,7362;0,0475;9,2978
2021-07-19;26.103,3301;1.545,6156;9,689;0,0453;8,4455
2021-07-20;25.279,0078;1.494,7904;9,3206;0,0429;8,0513
2021-07-21;26.802,7461;1.616,1002;10,4345;0,0456;8,833
2021-07-22;27.234,5605;1.693,6163;11,1799;0,047;9,6642
2021-07-23;29.132,2559;1.859,7938;11,3817;0,0476;9,7353
2021-07-24;30.026,5195;1.861,3572;11,728;0,0487;9,7288
2021-07-25;31.628,8477;1.891,8983;11,6475;0,0492;9,7271
2021-07-26;32.720,9629;1.986,6388;11,8186;0,0496;9,6639
2021-07-27;32.410,1953;1.945,8087;12,1614;0,0509;9,909
2021-07-28;33.853,4297;1.946,4366;12,2736;0,0511;9,7576
2021-07-29;33.419,1094;1.945,0751;12,8127;0,0519;9,8899
2021-07-30;32.904,5352;1.973,4124;13,3464;0,0533;10,2386
2021-07-31;34.987,9609;2.074,2769;14,1967;0,054;10,6233
2021-08-01;34.935,7266;2.173,394;15,5193;0,0534;10,4187
2021-08-02;32.145,0313;2.108,3047;15,1738;0,0545;10,516
2021-08-03;33.576,1875;2.301,5872;14,6068;0,0539;10,185
2021-08-04;33.531,8008;2.288,0811;16,1878;0,0569;10,8017
2021-08-05;32.590,9707;2.229,585;16,1676;0,0593;11,0058
2021-08-06;37.878,5781;2.684,0886;17,3434;0,0611;11,5453
2021-08-07;37.281,7461;2.565,3435;17,8249;0,0639;11,908
2021-08-08;39.501,9297;2.698,9185;16,7487;0,0612;11,1784
2021-08-09;38.895,9727;2.680,6858;17,5684;0,0631;11,6567
2021-08-10;39.274,3477;2.699,564;17,584;0,0637;12,0261
2021-08-11;39.199,6641;2.735,469;18,2274;0,071;12,4335
2021-08-12;38.018,3711;2.643,8728;17,685;0,0717;11,9624
2021-08-13;39.924,8359;2.768,1687;19,255;0,0758;12,8915
2021-08-14;39.890,168;2.806,907;19,3797;0,0785;13,1835
2021-08-15;39.058,0352;2.679,8923;19,6488;0,0789;13,4855
2021-08-16;39.135,4727;2.719,3237;20,8311;0,0761;13,4595
2021-08-17;38.560,5234;2.636,7874;20,0981;0,0727;13,6591
2021-08-18;38.308,0391;2.578,427;20,4634;0,0724;15,3784
2021-08-19;38.278,2227;2.568,8096;22,7378;0,0755;16,0004
2021-08-20;41.810,2813;2.758,0437;24,0562;0,0774;16,1718
2021-08-21;42.166,0703;2.771,7495;23,8295;0,0752;18,8893
2021-08-22;42.187,3047;2.826,2646;23,7128;0,0753;18,6865
2021-08-23;42.953,293;2.849,6934;23,7488;0,0766;18,5888
2021-08-24;40.910,9492;2.717,5811;21,3408;0,072;16,6978
2021-08-25;40.421,9648;2.659,1619;22,0305;0,0743;16,9663
2021-08-26;39.978,4688;2.649,9958;20,4037;0,0708;15,2895
2021-08-27;41.458,8711;2.750,5662;22,5255;0,0748;17,3456
2021-08-28;41.386,457;2.735,0947;22,0143;0,0749;18,0885
2021-08-29;39.888,6055;2.733,3083;21,8103;0,0751;17,9693
2021-08-30;41.226,125;2.834,9414;22,0782;0,0731;18,7344
2021-08-31;40.084,5156;2.867,2058;26,6468;0,0752;19,3667
2021-09-01;40.175,9453;2.997,9509;27,9859;0,0803;21,4095
2021-09-02;41.802,2383;3.166,2834;26,7939;0,0842;20,334
2021-09-03;42.667,5117;3.326,5071;28,3476;0,0855;20,3174
2021-09-04;43.543,5078;3.325,1868;27,2794;0,0856;20,5615
2021-09-05;44.329,0703;3.308,5637;28,9504;0,0885;21,6697
2021-09-06;39.521,418;2.892,8157;28,8976;0,0873;21,1537
2021-09-07;38.997,8789;2.959,0747;23,4926;0,072;17,6503
2021-09-08;39.233,2266;2.898,5017;23,4444;0,0785;17,3698
2021-09-09;38.002,7578;2.719,1499;25,2319;0,0787;22,8372
2021-09-10;38.258,6523;2.767,9731;24,7364;0,0769;24,9284
2021-09-11;38.997,0273;2.887,0098;26,7418;0,0807;23,095
2021-09-12;38.073,3359;2.782,0696;30,2864;0,0954;29,6306
2021-09-13;39.900,293;2.905,4497;29,4405;0,0887;30,1692
2021-09-14;40.762,1523;3.058,9014;31,6676;0,1002;28,8962
2021-09-15;40.615,2813;3.035,5579;30,8518;0,1023;28,8791
2021-09-16;40.312,5781;2.898,4778;30,215;0,0987;31,3695
2021-09-17;41.172,418;2.926,8699;28,1626;0,0897;28,4969
2021-09-18;41.046,9648;2.902,041;29,7622;0,0903;34,8411
2021-09-19;40.669,6953;2.868,8462;28,8176;0,0884;37,9754
2021-09-20;34.712,9688;2.358,1455;23,9208;0,0776;28,8158
2021-09-21;37.283,4844;2.633,5039;22,4488;0,0753;25,9682
2021-09-22;36.216,50;2.508,4292;27,0479;0,0845;34,2112
2021-09-23;38.167,4609;2.693,2756;28,5728;0,0845;35,362
2021-09-24;36.447,293;2.496,1951;26,3148;0,0788;36,5116
2021-09-25;36.858,8281;2.612,2502;25,4632;0,0774;33,7157
2021-09-26;36.112,0156;2.508,7209;24,5921;0,0748;33,7973
2021-09-27;37.304,9648;2.632,0447;23,7455;0,0736;31,927
2021-09-28;36.043,3203;2.508,3611;22,5342;0,0711;28,8104
2021-09-29;36.425,3477;2.513,2864;23,5106;0,0741;29,2656
2021-09-30;37.664,2109;2.610,1218;24,694;0,0773;31,2877
2021-10-01;41.128,0742;2.831,6838;27,5737;0,0817;32,6354
2021-10-02;41.445,582;2.972,9968;27,7059;0,0808;33,4286
2021-10-03;41.289,9023;2.933,3054;27,6609;0,0818;33,4208
2021-10-04;44.425,1914;3.034,2896;26,7229;0,0805;31,6085
2021-10-05;47.910,8516;3.098,6865;27,1023;0,0829;31,6754
2021-10-06;46.546,9648;3.103,9175;27,944;0,0827;30,4723
2021-10-07;46.648,6719;3.080,4387;29,391;0,0826;31,7726
2021-10-08;46.793,9922;3.088,99;28,8468;0,0844;30,239
2021-10-09;47.357,207;2.962,0986;31,3973;0,0889;30,4382
2021-10-10;49.755,9609;3.068,6812;29,8007;0,0845;28,1131
2021-10-11;49.041,2305;3.088,8025;29,5885;0,0841;27,7577
2021-10-12;49.600,4844;2.996,5393;30,4925;0,0828;29,0291
2021-10-13;48.515,4766;3.016,4556;35,8866;0,0845;29,8781
2021-10-14;53.099,5898;3.329,9426;35,1626;0,0838;29,1413
2021-10-15;50.834,2852;3.241,2324;37,2054;0,0849;28,4578
2021-10-16;52.315,1523;3.293,6384;35,9989;0,0851;28,5692
2021-10-17;52.493,6523;3.282,3376;36,2815;0,0851;27,9518
2021-10-18;53.365,3555;3.297,5874;35,4619;0,0845;27,4558
2021-10-19;54.985,207;3.278,4607;35,5732;0,0865;30,1966
2021-10-20;57.094,4063;3.463,4043;38,0593;0,0884;30,7922
2021-10-21;56.163,5859;3.660,5833;36,8583;0,0856;29,5317
2021-10-22;52.734,6016;3.583,2878;37,3147;0,0857;29,2352
2021-10-23;52.347,9961;3.512,0728;37,8371;0,0865;30,7283
2021-10-24;54.303,4531;3.633,3425;36,4151;0,0853;29,4643
2021-10-25;53.954,5469;3.542,5464;38,3559;0,0868;30,3833
2021-10-26;53.817,6172;3.617,2659;38,7047;0,0873;37,2667
2021-10-27;51.017,6133;3.473,1519;34,8408;0,0782;31,6955
2021-10-28;52.708,9492;3.588,5144;35,8334;0,0816;32,5842
2021-10-29;53.688,1211;3.791,5566;38,1224;0,086;34,0947
2021-10-30;53.039,7656;3.706,3293;36,9756;0,0875;32,2382
2021-10-31;52.449,9805;3.646,4238;36,9856;0,0879;32,2446
2021-11-01;52.591,9609;3.728,2651;43,0898;0,0867;32,2063
2021-11-02;54.603,7734;3.959,5376;44,59;0,0927;32,0112
2021-11-03;54.214,6289;3.966,6047;46,0128;0,0911;33,0771
2021-11-04;53.180,6367;3.926,5911;46,6291;0,0895;32,4668
2021-11-05;52.915,7617;3.883,687;44,9246;0,0898;31,9461
2021-11-06;53.263,6016;3.914,2786;45,0238;0,0888;31,4243
2021-11-07;54.741,9375;3.994,1599;45,1908;0,0904;30,8747
2021-11-08;58.305,0391;4.152,4658;46,0357;0,0949;31,6669
2021-11-09;57.763,7383;4.084,0347;43,7976;0,0987;30,9108
2021-11-10;56.588,4219;4.036,5083;40,8088;0,093;27,9585
